sweep_id,timestamp_utc,status,failure_reason,prompt_id,prompt_idx,context_bucket,prompt_len_tokens,mode,benchmark_label,spec_k,sparsity_budget,quant_bits_requested,quant_bits_effective,recent_window,heavy_hitter_budget,sparse_refresh_interval,sparse_scoring,sparse_config_json,draft_cache_mode_resolved,quant_notes,trial_index,warmup,latency_e2e_s,latency_per_new_token_s,acceptance_rate,tokens_per_sec,logical_draft_kv_bytes,logical_verifier_kv_bytes,gpu_torch_name,modal_resource_tag,model_name,max_new_tokens,verify_match,device_type,experiment_schema_version,is_parallel_verification,quantization_type,sparse_integration_version,gpu_peak_memory_bytes_before_run,gpu_peak_memory_bytes_after_run,model_weights_gb,kv_cache_size_gb,effective_memory_bandwidth_gb_s,memory_throughput_gb_s,draft_latency_total_s,verify_latency_total_s
bench_scale_modal_v1,2026-04-09T16:44:43.943855+00:00,ok,,mt-001,0,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5490901910000332,0.017159068468751038,,58.278221910538676,16588800,16588800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3195413504,3.1152224,0.0165888,182.51638809551042,182.51638809551042,,
bench_scale_modal_v1,2026-04-09T16:44:47.712488+00:00,ok,,mt-001,0,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5484213660000279,0.01713816768750087,,58.34929487411395,16588800,16588800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3195413504,3.1152224,0.0165888,182.73897519885267,182.73897519885267,,
bench_scale_modal_v1,2026-04-09T16:44:50.450297+00:00,ok,,mt-002,1,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5481229180000327,0.01712884118750102,,58.38106554048173,15052800,15052800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3193387008,3.1152224,0.0150528,182.74880161094455,182.74880161094455,,
bench_scale_modal_v1,2026-04-09T16:44:53.481382+00:00,ok,,mt-002,1,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5653746719999901,0.017667958499999692,,56.59963487009647,15052800,15052800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3193387008,3.1152224,0.0150528,177.1724333629182,177.1724333629182,,
bench_scale_modal_v1,2026-04-09T16:44:57.266186+00:00,ok,,mt-003,2,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5637479430000099,0.017617123218750308,,56.76295656124361,16588800,16588800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3195413504,3.1152224,0.0165888,177.77086310361622,177.77086310361622,,
bench_scale_modal_v1,2026-04-09T16:45:00.235275+00:00,ok,,mt-003,2,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5579289260000309,0.017435278937500964,,57.35497571244089,16588800,16588800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3195413504,3.1152224,0.0165888,179.62495531195034,179.62495531195034,,
bench_scale_modal_v1,2026-04-09T16:45:03.333156+00:00,ok,,mt-004,3,short,20,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5491460650000022,0.017160814531250068,,58.27229227254842,15667200,15667200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3194178048,3.1152224,0.0156672,182.4441138442822,182.4441138442822,,
bench_scale_modal_v1,2026-04-09T16:45:06.064275+00:00,ok,,mt-004,3,short,20,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5540531700000315,0.017314161562500985,,57.75618971731211,15667200,15667200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3194178048,3.1152224,0.0156672,180.82825372155943,180.82825372155943,,
bench_scale_modal_v1,2026-04-09T16:45:09.608517+00:00,ok,,mt-005,4,short,21,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5466741179999701,0.017083566187499066,,58.53578749451926,15974400,15974400,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3194573312,3.1152224,0.0159744,183.28707048831873,183.28707048831873,,
bench_scale_modal_v1,2026-04-09T16:45:12.373293+00:00,ok,,mt-005,4,short,21,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5415501150000495,0.016923441093751546,,59.08963753058584,15974400,15974400,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3194573312,3.1152224,0.0159744,185.0212839489303,185.0212839489303,,
bench_scale_modal_v1,2026-04-09T16:45:15.557335+00:00,ok,,mt-006,5,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5373144350000274,0.016791076093750856,,59.555444476376984,15052800,15052800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3193387008,3.1152224,0.0150528,186.42493086937984,186.42493086937984,,
bench_scale_modal_v1,2026-04-09T16:45:18.489285+00:00,ok,,mt-006,5,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5446414040000462,0.017020043875001445,,58.75425512085615,15052800,15052800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3193387008,3.1152224,0.0150528,183.916987699289,183.916987699289,,
bench_scale_modal_v1,2026-04-09T16:45:22.105964+00:00,ok,,mt-007,6,short,16,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5548251009999774,0.017338284406249294,,57.675833235240205,14438400,14438400,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3192547328,3.1152224,0.0144384,180.50579438366844,180.50579438366844,,
bench_scale_modal_v1,2026-04-09T16:45:24.878958+00:00,ok,,mt-007,6,short,16,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5446057889999594,0.01701893090624873,,58.7580974097989,14438400,14438400,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3192547328,3.1152224,0.0144384,183.89291414602914,183.89291414602914,,
bench_scale_modal_v1,2026-04-09T16:45:27.977056+00:00,ok,,mt-008,7,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5401112790000724,0.016878477468752262,,59.247050087979574,14131200,14131200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3192151552,3.1152224,0.0141312,185.4049694821992,185.4049694821992,,
bench_scale_modal_v1,2026-04-09T16:45:30.747455+00:00,ok,,mt-008,7,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5516947420000236,0.017240460687500736,,58.003090411905056,14131200,14131200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3192151552,3.1152224,0.0141312,181.51217979162058,181.51217979162058,,
bench_scale_modal_v1,2026-04-09T16:45:33.566231+00:00,ok,,mt-009,8,short,13,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5445826309999973,0.017018207218749914,,58.76059605727705,13516800,13516800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3191311872,3.1152224,0.0135168,183.84658029976814,183.84658029976814,,
bench_scale_modal_v1,2026-04-09T16:45:39.114372+00:00,ok,,mt-009,8,short,13,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5455910239999469,0.01704971949999834,,58.65199131282467,13516800,13516800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3191311872,3.1152224,0.0135168,183.50678437849402,183.50678437849402,,
bench_scale_modal_v1,2026-04-09T16:45:42.252496+00:00,ok,,mt-010,9,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5376011230000586,0.01680003509375183,,59.52368518396215,14131200,14131200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3192151552,3.1152224,0.0141312,186.2706585156986,186.2706585156986,,
bench_scale_modal_v1,2026-04-09T16:45:44.871447+00:00,ok,,mt-010,9,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5444417229998919,0.017013803843746622,,58.77580399914786,14131200,14131200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3192151552,3.1152224,0.0141312,183.93027383762777,183.93027383762777,,
bench_scale_modal_v1,2026-04-09T16:45:48.290315+00:00,ok,,mt-011,10,short,19,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5472167650000586,0.01710052390625183,,58.47774053486204,15360000,15360000,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3193782784,3.1152224,0.01536,183.0693853102057,183.0693853102057,,
bench_scale_modal_v1,2026-04-09T16:45:51.025791+00:00,ok,,mt-011,10,short,19,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5324939150001171,0.01664043484375366,,60.09458342823122,15360000,15360000,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3193782784,3.1152224,0.01536,188.1310452157523,188.1310452157523,,
bench_scale_modal_v1,2026-04-09T16:45:54.080674+00:00,ok,,mt-012,11,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5548084450000204,0.017337763906250636,,57.67756473137107,15052800,15052800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3193387008,3.1152224,0.0150528,180.54665047500552,180.54665047500552,,
bench_scale_modal_v1,2026-04-09T16:45:56.816061+00:00,ok,,mt-012,11,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5580829879999385,0.017440093374998078,,57.33914254344468,15052800,15052800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3193387008,3.1152224,0.0150528,179.4872958930098,179.4872958930098,,
bench_scale_modal_v1,2026-04-09T16:45:59.442877+00:00,ok,,mt-013,12,short,44,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5424449619998768,0.01695140506249615,,58.99216001937403,23040000,23040000,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3203962880,3.1152224,0.02304,185.1328776835848,185.1328776835848,,
bench_scale_modal_v1,2026-04-09T16:46:03.168881+00:00,ok,,mt-013,12,short,44,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5379865619999293,0.016812080062497792,,59.48103960262897,23040000,23040000,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3203962880,3.1152224,0.02304,186.66711009784143,186.66711009784143,,
bench_scale_modal_v1,2026-04-09T16:46:05.925518+00:00,ok,,mt-014,13,short,33,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.551668626999998,0.017239644593749937,,58.005836173823454,19660800,19660800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3199465984,3.1152224,0.0196608,181.84152132327142,181.84152132327142,,
bench_scale_modal_v1,2026-04-09T16:46:09.305572+00:00,ok,,mt-014,13,short,33,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5417531430000508,0.01692978571875159,,59.067493033440506,19660800,19660800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3199465984,3.1152224,0.0196608,185.16969157664968,185.16969157664968,,
bench_scale_modal_v1,2026-04-09T16:46:11.765299+00:00,ok,,mt-015,14,short,38,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5529889329999946,0.017280904156249832,,57.867342527812056,21196800,21196800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3201541632,3.1152224,0.0211968,181.49624415720623,181.49624415720623,,
bench_scale_modal_v1,2026-04-09T16:46:15.004612+00:00,ok,,mt-015,14,short,38,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5547278260000326,0.017335244562501018,,57.68594705396683,21196800,21196800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3201541632,3.1152224,0.0211968,180.92731191024498,180.92731191024498,,
bench_scale_modal_v1,2026-04-09T16:46:17.693918+00:00,ok,,mt-long-01,15,short,200,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5692670750000559,0.017789596093751747,,56.21263095181968,70963200,70963200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3267568128,3.1152224,0.0709632,179.10387527680217,179.10387527680217,,
bench_scale_modal_v1,2026-04-09T16:46:20.293736+00:00,ok,,mt-long-01,15,short,200,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5526344819999736,0.017269827562499174,,57.904457724376186,70963200,70963200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3267568128,3.1152224,0.0709632,184.49434937721617,184.49434937721617,,
bench_scale_modal_v1,2026-04-09T16:46:23.645923+00:00,ok,,mt-long-02,16,short,214,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5472311310001601,0.017100972843755002,,58.4762053677656,75264000,75264000,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3273300480,3.1152224,0.075264,186.56753794946314,186.56753794946314,,
bench_scale_modal_v1,2026-04-09T16:46:26.659825+00:00,ok,,mt-long-02,16,short,214,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5587594599999761,0.017461233124999254,,57.26972389872624,75264000,75264000,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3273300480,3.1152224,0.075264,182.71827523064104,182.71827523064104,,
bench_scale_modal_v1,2026-04-09T16:46:29.272534+00:00,ok,,scale-med-01,17,medium,302,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5677639939998755,0.01774262481249611,,56.36144654852314,102297600,102297600,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3352658944,3.1152224,0.1022976,181.34408149880417,181.34408149880417,,
bench_scale_modal_v1,2026-04-09T16:46:32.407572+00:00,ok,,scale-med-01,17,medium,302,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5659660949999363,0.01768644046874801,,56.54048940865194,102297600,102297600,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3352658944,3.1152224,0.1022976,181.9201554821258,181.9201554821258,,
bench_scale_modal_v1,2026-04-09T16:46:34.930472+00:00,ok,,scale-med-02,18,medium,305,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.576636150999974,0.018019879718749188,,55.494266088775696,103219200,103219200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3353713664,3.1152224,0.1032192,178.605054541585,178.605054541585,,
bench_scale_modal_v1,2026-04-09T16:46:38.141531+00:00,ok,,scale-med-02,18,medium,305,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.5636457699999653,0.017613930312498915,,56.773246076169386,103219200,103219200,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3353713664,3.1152224,0.1032192,182.7213769385803,182.7213769385803,,
bench_scale_modal_v1,2026-04-09T16:46:40.734033+00:00,ok,,scale-long-01,19,long,692,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.606601119999965,0.018956284999998907,,52.752952384924455,222105600,222105600,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3469414912,3.1152224,0.2221056,176.05390507687514,176.05390507687514,,
bench_scale_modal_v1,2026-04-09T16:46:43.792849+00:00,ok,,scale-long-01,19,long,692,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.6014417560000425,0.018795054875001327,,53.20548445591753,222105600,222105600,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3469414912,3.1152224,0.2221056,177.5641530282983,177.5641530282983,,
bench_scale_modal_v1,2026-04-09T16:46:46.339888+00:00,ok,,scale-long-02,20,long,692,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.5928099099998576,0.01852530968749555,,53.98020421083663,222105600,222105600,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3469414912,3.1152224,0.2221056,180.149646958543,180.149646958543,,
bench_scale_modal_v1,2026-04-09T16:46:49.053701+00:00,ok,,scale-long-02,20,long,692,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.599437512000037,0.018732422250001157,,53.38337918364712,222105600,222105600,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3469414912,3.1152224,0.2221056,178.15784608420267,178.15784608420267,,
bench_scale_modal_v1,2026-04-09T16:46:52.257332+00:00,ok,,scale-long-03,21,long,788,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.6117444130000251,0.019117012906250785,,52.30942746672651,251596800,251596800,NVIDIA A10,A10G,gpt2-xl,32,false,cuda,2,false,none,,3175283712,3509807616,3.1152224,0.2515968,176.11638473598217,176.11638473598217,,
