sweep_id,timestamp_utc,status,failure_reason,prompt_id,prompt_idx,context_bucket,prompt_len_tokens,mode,benchmark_label,spec_k,sparsity_budget,quant_bits_requested,quant_bits_effective,recent_window,heavy_hitter_budget,sparse_refresh_interval,sparse_scoring,sparse_config_json,draft_cache_mode_resolved,quant_notes,trial_index,warmup,latency_e2e_s,latency_per_new_token_s,acceptance_rate,tokens_per_sec,logical_draft_kv_bytes,logical_verifier_kv_bytes,gpu_torch_name,modal_resource_tag,model_name,max_new_tokens,verify_match,device_type,experiment_schema_version,is_parallel_verification,quantization_type,sparse_integration_version,gpu_peak_memory_bytes_before_run,gpu_peak_memory_bytes_after_run,model_weights_gb,kv_cache_size_gb,effective_memory_bandwidth_gb_s,memory_throughput_gb_s,draft_latency_total_s,verify_latency_total_s
bench_full_modal_v2,2026-04-07T17:06:24.108854+00:00,ok,,mt-001,0,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.1904220779999939,0.005950689937499809,,168.04774076670367,1990656,1990656,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277578240,0.248879616,0.001990656,42.15818243512844,42.15818243512844,,
bench_full_modal_v2,2026-04-07T17:06:26.084279+00:00,ok,,mt-001,0,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.19603823899999995,0.006126194968749998,,163.23345977414135,1990656,1990656,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277578240,0.248879616,0.001990656,40.9504224530399,40.9504224530399,,
bench_full_modal_v2,2026-04-07T17:06:28.059688+00:00,ok,,mt-001,0,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18923012299999797,0.005913441343749937,,169.10626856169375,1990656,1990656,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277578240,0.248879616,0.001990656,42.42373559097716,42.42373559097716,,
bench_full_modal_v2,2026-04-07T17:06:30.231411+00:00,ok,,mt-002,1,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.19046477999999922,0.005952024374999976,,168.0100646429231,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,42.11776300059272,42.11776300059272,,
bench_full_modal_v2,2026-04-07T17:06:32.714637+00:00,ok,,mt-002,1,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.19130741299999698,0.005978356656249906,,167.27004718839882,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,41.93225102050868,41.93225102050868,,
bench_full_modal_v2,2026-04-07T17:06:34.772485+00:00,ok,,mt-002,1,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.19246958000000447,0.00601467437500014,,166.26003963846784,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,41.67905631632704,41.67905631632704,,
bench_full_modal_v2,2026-04-07T17:06:36.742809+00:00,ok,,mt-003,2,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.19069135199999465,0.005959104749999833,,167.81044166072564,1990656,1990656,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277578240,0.248879616,0.001990656,42.09865114386638,42.09865114386638,,
bench_full_modal_v2,2026-04-07T17:06:38.916908+00:00,ok,,mt-003,2,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.19049608999998924,0.005953002812499664,,167.9824504534545,1990656,1990656,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277578240,0.248879616,0.001990656,42.14180303648465,42.14180303648465,,
bench_full_modal_v2,2026-04-07T17:06:41.074177+00:00,ok,,mt-003,2,short,23,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.19127655299998736,0.005977392281249605,,167.29703404892555,1990656,1990656,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277578240,0.248879616,0.001990656,41.969852436647216,41.969852436647216,,
bench_full_modal_v2,2026-04-07T17:06:43.001000+00:00,ok,,mt-004,3,short,20,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.19266092299998405,0.006020653843749502,,166.0949169230475,1880064,1880064,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277166080,0.248879616,0.001880064,41.64990821724997,41.64990821724997,,
bench_full_modal_v2,2026-04-07T17:06:45.095974+00:00,ok,,mt-004,3,short,20,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.19015790399999588,0.005942434499999871,,168.28119855591538,1880064,1880064,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277166080,0.248879616,0.001880064,42.1981394998978,42.1981394998978,,
bench_full_modal_v2,2026-04-07T17:06:47.670597+00:00,ok,,mt-004,3,short,20,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.19018293200001324,0.005943216625000414,,168.25905281551644,1880064,1880064,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277166080,0.248879616,0.001880064,42.192586241122,42.192586241122,,
bench_full_modal_v2,2026-04-07T17:06:50.583046+00:00,ok,,mt-005,4,short,21,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.1911192940000177,0.005972477937500553,,167.4346913399389,1916928,1916928,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277303296,0.248879616,0.001916928,41.9920419337634,41.9920419337634,,
bench_full_modal_v2,2026-04-07T17:06:52.607000+00:00,ok,,mt-005,4,short,21,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.19014618299999597,0.005942068218749874,,168.2915717535107,1916928,1916928,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277303296,0.248879616,0.001916928,42.206944580108505,42.206944580108505,,
bench_full_modal_v2,2026-04-07T17:06:54.613434+00:00,ok,,mt-005,4,short,21,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.1894990740000111,0.005921846062500347,,168.8662605285244,1916928,1916928,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277303296,0.248879616,0.001916928,42.35107453875754,42.35107453875754,,
bench_full_modal_v2,2026-04-07T17:06:56.457562+00:00,ok,,mt-006,5,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.19075146000001553,0.005960983125000485,,167.75756264197085,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,42.0544642961021,42.0544642961021,,
bench_full_modal_v2,2026-04-07T17:06:58.483228+00:00,ok,,mt-006,5,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.19025727500000755,0.005945539843750236,,168.1933056173475,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,42.163698938711704,42.163698938711704,,
bench_full_modal_v2,2026-04-07T17:07:00.328040+00:00,ok,,mt-006,5,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.19057014099999492,0.005955316906249841,,167.9171764898933,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,42.09447724552092,42.09447724552092,,
bench_full_modal_v2,2026-04-07T17:07:02.503270+00:00,ok,,mt-007,6,short,16,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.191419164000024,0.00598184887500075,,167.1723945048469,1732608,1732608,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276616704,0.248879616,0.001732608,41.895445578265054,41.895445578265054,,
bench_full_modal_v2,2026-04-07T17:07:04.541934+00:00,ok,,mt-007,6,short,16,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.19085518400001433,0.005964224500000448,,167.66639149816123,1732608,1732608,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276616704,0.248879616,0.001732608,42.01924726340888,42.01924726340888,,
bench_full_modal_v2,2026-04-07T17:07:07.195039+00:00,ok,,mt-007,6,short,16,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.19170210900002616,0.005990690906250817,,166.92565442770186,1732608,1732608,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276616704,0.248879616,0.001732608,41.83360949878181,41.83360949878181,,
bench_full_modal_v2,2026-04-07T17:07:09.213560+00:00,ok,,mt-008,7,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.19010984800000585,0.005940932750000183,,168.3237367061543,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.17778092168983,42.17778092168983,,
bench_full_modal_v2,2026-04-07T17:07:11.480940+00:00,ok,,mt-008,7,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.1904048440000139,0.005950151375000434,,168.0629511715451,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.112434492472346,42.112434492472346,,
bench_full_modal_v2,2026-04-07T17:07:14.152759+00:00,ok,,mt-008,7,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18979285699998627,0.005931026781249571,,168.60487009794218,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.2482260225451,42.2482260225451,,
bench_full_modal_v2,2026-04-07T17:07:17.877066+00:00,ok,,mt-009,8,short,13,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.19018847499999936,0.00594338984374998,,168.25414894356825,1622016,1622016,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276204544,0.248879616,0.001622016,42.14793890113492,42.14793890113492,,
bench_full_modal_v2,2026-04-07T17:07:19.876098+00:00,ok,,mt-009,8,short,13,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.1942204380000021,0.006069388687500066,,164.76123897938925,1622016,1622016,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276204544,0.248879616,0.001622016,41.272959254679016,41.272959254679016,,
bench_full_modal_v2,2026-04-07T17:07:21.907462+00:00,ok,,mt-009,8,short,13,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18969288100004178,0.005927902531251306,,168.69373184327856,1622016,1622016,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276204544,0.248879616,0.001622016,42.25805513491164,42.25805513491164,,
bench_full_modal_v2,2026-04-07T17:07:24.089691+00:00,ok,,mt-010,9,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.18966554100003918,0.0059270481562512245,,168.71804878880656,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.27658581375277,42.27658581375277,,
bench_full_modal_v2,2026-04-07T17:07:26.225035+00:00,ok,,mt-010,9,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18922710399999687,0.005913346999999902,,169.1089665463597,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.37454017158205,42.37454017158205,,
